   2013-08-01   	   0:5    	1	16987284	501501339	170	1	Kraków, Wawel	0	1	1	1	0	   PKO
   2013-08-01   	   0:22    	1	56238316	857100500	110	1	Kraków, Wawel	1	0	0	1	0	   PKO
   2013-08-01   	   0:48    	1	34927652	711489254	170	1	Kraków, Wawel	0	1	1	1	0	   PKO
   2013-08-01   	   0:3    	1	19368000	470108548	170	1	Kraków, Wawel	0	1	1	1	0	   PKO
   2013-08-01   	   1:30    	1	36164653	534265699	290	1	Kraków, Wawel	0	2	1	0	1	   PKO
   2013-08-01   	   1:43    	1	91430601	116862890	10	1	Kraków, Wawel	1	0	0	0	0	   PKO
   2013-08-01   	   1:0    	1	62626259	167651418	170	1	Kraków, Wawel	0	1	1	1	0	   PKO
   2013-08-01   	   1:41    	1	35411101	884346725	110	1	Kraków, Wawel	1	0	0	1	0	   PKO
   2013-08-01   	   1:43    	1	74871381	222618669	110	1	Kraków, Wawel	1	0	0	1	0	   PKO
   2013-08-01   	   1:33    	1	34580762	145480400	170	1	Kraków, Wawel	0	1	1	1	0	   PKO
   2013-08-01   	   1:57    	1	19182764	908107722	110	1	Kraków, Wawel	1	0	0	1	0	   PKO
   2013-08-01   	   2:25    	1	67236327	125057476	10	1	Kraków, Wawel	1	0	0	0	0	   PKO
   2013-08-01   	   2:7    	1	57735873	505331084	290	1	Kraków, Wawel	0	2	1	0	1	   PKO
   2013-08-01   	   2:32    	1	65928318	121880951	170	1	Kraków, Wawel	0	1	1	1	0	   PKO
   2013-08-01   	   2:41    	1	82856341	839629892	170	1	Kraków, Wawel	0	1	1	1	0	   PKO
   2013-08-01   	   3:35    	1	73665797	461623955	290	1	Kraków, Wawel	0	2	1	0	1	   PKO
   2013-08-01   	   3:56    	1	96743826	997074705	290	1	Kraków, Wawel	0	2	1	0	1	   PKO
   2013-08-01   	   3:48    	1	95437158	191961544	170	1	Kraków, Wawel	0	1	1	1	0	   PKO
   2013-08-01   	   3:0    	1	65389773	215275263	290	1	Kraków, Wawel	0	2	1	0	1	   PKO
   2013-08-01   	   3:38    	1	86156023	784340720	290	1	Kraków, Wawel	0	2	1	0	1	   PKO
   2013-08-01   	   3:17    	1	80527571	750535567	170	1	Kraków, Wawel	0	1	1	1	0	   PKO
   2013-08-01   	   3:48    	1	87101978	653109097	110	1	Kraków, Wawel	1	0	0	1	0	   PKO
   2013-08-01   	   3:40    	1	63415471	368630225	290	1	Kraków, Wawel	0	2	1	0	1	   PKO
   2013-08-01   	   3:18    	1	73025418	990565169	170	1	Kraków, Wawel	0	1	1	1	0	   PKO
   2013-08-01   	   3:39    	1	98763987	325600100	170	1	Kraków, Wawel	0	1	1	1	0	   PKO
   2013-08-01   	   4:21    	1	25085838	947359935	110	1	Kraków, Wawel	1	0	0	1	0	   PKO
   2013-08-01   	   4:17    	1	62507168	650414592	560	1	Kraków, Wawel	1	0	1	1	2	   PKO
   2013-08-01   	   4:20    	1	80672853	494585195	170	1	Kraków, Wawel	0	1	1	1	0	   PKO
   2013-08-01   	   4:30    	1	42075969	941844783	170	1	Kraków, Wawel	0	1	1	1	0	   PKO
   2013-08-01   	   4:58    	1	59756486	138933571	70	1	Kraków, Wawel	0	1	1	0	0	   PKO
   2013-08-01   	   4:51    	1	37823166	878836205	290	1	Kraków, Wawel	0	2	1	0	1	   PKO
   2013-08-01   	   4:17    	1	20430240	294141721	290	1	Kraków, Wawel	0	2	1	0	1	   PKO
   2013-08-01   	   5:40    	1	29844816	747464148	70	1	Kraków, Wawel	0	1	1	0	0	   PKO
   2013-08-01   	   5:9    	1	71892352	231355299	110	1	Kraków, Wawel	1	0	0	1	0	   PKO
   2013-08-01   	   5:17    	1	35904917	180292192	290	1	Kraków, Wawel	0	2	1	0	1	   PKO
   2013-08-01   	   5:43    	1	29498031	633330765	170	1	Kraków, Wawel	0	1	1	1	0	   PKO
   2013-08-01   	   5:9    	1	96161465	148262858	170	1	Kraków, Wawel	0	1	1	1	0	   PKO
   2013-08-01   	   6:37    	1	60058505	378779891	170	1	Kraków, Wawel	0	1	1	1	0	   PKO
   2013-08-01   	   6:6    	1	64757672	639424975	10	1	Kraków, Wawel	1	0	0	0	0	   PKO
   2013-08-01   	   6:53    	1	96932747	105539324	70	1	Kraków, Wawel	0	1	1	0	0	   PKO
   2013-08-01   	   6:41    	1	87076097	348269703	170	1	Kraków, Wawel	0	1	1	1	0	   PKO
   2013-08-01   	   6:0    	1	11914949	705053279	70	1	Kraków, Wawel	0	1	1	0	0	   PKO
   2013-08-01   	   6:6    	1	78111993	114799827	170	1	Kraków, Wawel	0	1	1	1	0	   PKO
   2013-08-01   	   6:20    	1	18919389	531247091	70	1	Kraków, Wawel	0	1	1	0	0	   PKO
   2013-08-01   	   6:9    	1	26563705	376613592	170	1	Kraków, Wawel	0	1	1	1	0	   PKO
   2013-08-01   	   7:37    	1	32886569	863256435	290	1	Kraków, Wawel	0	2	1	0	1	   PKO
   2013-08-01   	   7:51    	1	25443248	206983636	170	1	Kraków, Wawel	0	1	1	1	0	   PKO
   2013-08-01   	   7:10    	1	30944523	554409775	110	1	Kraków, Wawel	1	0	0	1	0	   PKO
   2013-08-01   	   7:30    	1	89012493	132849067	170	1	Kraków, Wawel	0	1	1	1	0	   PKO
   2013-08-01   	   7:33    	1	39401452	676306117	290	1	Kraków, Wawel	0	2	1	0	1	   PKO
   2013-08-01   	   7:20    	1	97072811	690748856	170	1	Kraków, Wawel	2	0	1	1	0	   PKO
   2013-08-01   	   7:26    	1	96681421	635464996	70	1	Kraków, Wawel	2	0	1	0	0	   PKO
   2013-08-01   	   7:16    	1	42920811	433834368	290	1	Kraków, Wawel	4	0	1	0	1	   PKO
   2013-08-01   	   7:37    	1	29709080	201791502	110	1	Kraków, Wawel	1	0	0	1	0	   PKO
   2013-08-01   	   8:13    	1	36398262	611495097	70	1	Kraków, Wawel	2	0	1	0	0	   PKO
   2013-08-01   	   8:47    	1	64222788	975935315	10	1	Kraków, Wawel	1	0	0	0	0	   PKO
   2013-08-01   	   8:38    	1	55279974	303695548	290	1	Kraków, Wawel	4	0	1	0	1	   PKO
   2013-08-01   	   8:8    	1	57999369	377905825	560	1	Kraków, Wawel	1	0	1	1	2	   PKO
   2013-08-01   	   8:11    	1	77591406	601809186	170	1	Kraków, Wawel	2	0	1	1	0	   PKO
   2013-08-01   	   8:20    	1	26942144	480984585	170	1	Kraków, Wawel	2	0	1	1	0	   PKO
   2013-08-01   	   8:33    	1	37980588	398660994	290	1	Kraków, Wawel	4	0	1	0	1	   PKO
   2013-08-01   	   9:48    	1	25186990	690372523	70	1	Kraków, Wawel	2	0	1	0	0	   PKO
   2013-08-01   	   9:44    	1	20859289	907400503	170	1	Kraków, Wawel	2	0	1	1	0	   PKO
   2013-08-01   	   9:5    	1	61591783	980669843	70	1	Kraków, Wawel	2	0	1	0	0	   PKO
   2013-08-01   	   9:47    	1	94976131	766433829	290	1	Kraków, Wawel	4	0	1	0	1	   PKO
   2013-08-01   	   9:15    	1	86626781	570349643	70	1	Kraków, Wawel	2	0	1	0	0	   PKO
   2013-08-01   	   9:24    	0	70790641	414960279	170	1	Kraków, Wawel	0	0	0	0	0	   PKO
   2013-08-01   	   9:5    	0	15554746	240754259	290	1	Kraków, Wawel	0	0	0	0	0	   PKO
   2013-08-01   	   9:23    	0	94110087	850294269	70	1	Kraków, Wawel	0	0	0	0	0	   PKO
   2013-08-01   	   9:6    	0	54066679	368242031	170	1	Kraków, Wawel	0	0	0	0	0	   PKO
   2013-08-01   	   10:11    	0	26192868	733787906	290	1	Kraków, Wawel	0	0	0	0	0	   PKO
   2013-08-01   	   10:9    	1	37111587	611173762	110	1	Kraków, Wawel	1	0	0	1	0	   PKO
   2013-08-01   	   10:2    	0	91078085	420026988	170	1	Kraków, Wawel	0	0	0	0	0	   PKO
   2013-08-01   	   10:25    	0	42360820	371894508	110	1	Kraków, Wawel	0	0	0	0	0	   PKO
   2013-08-01   	   10:42    	0	90939295	277927916	170	1	Kraków, Wawel	0	0	0	0	0	   PKO
   2013-08-01   	   10:3    	0	64662480	248324403	110	1	Kraków, Wawel	0	0	0	0	0	   PKO
   2013-08-01   	   10:21    	0	18421888	937585862	560	1	Kraków, Wawel	0	0	0	0	0	   PKO
   2013-08-01   	   10:56    	0	58684555	871442902	290	1	Kraków, Wawel	0	0	0	0	0	   PKO
   2013-08-01   	   10:14    	0	66300327	345081884	170	1	Kraków, Wawel	0	0	0	0	0	   PKO
   2013-08-01   	   11:22    	0	62929903	184957890	170	1	Kraków, Wawel	0	0	0	0	0	   PKO
   2013-08-01   	   11:28    	0	56608838	181076921	290	1	Kraków, Wawel	0	0	0	0	0	   PKO
   2013-08-01   	   11:37    	0	81964540	714404004	110	1	Kraków, Wawel	0	0	0	0	0	   PKO
   2013-08-01   	   11:34    	0	76455121	479678015	110	1	Kraków, Wawel	0	0	0	0	0	   PKO
   2013-08-01   	   11:43    	0	87659708	189644087	290	1	Kraków, Wawel	0	0	0	0	0	   PKO
   2013-08-01   	   11:47    	0	78544445	780572864	110	1	Kraków, Wawel	0	0	0	0	0	   PKO
   2013-08-01   	   11:37    	0	88305622	621661964	70	1	Kraków, Wawel	0	0	0	0	0	   PKO
   2013-08-01   	   12:7    	0	49406767	565579837	170	1	Kraków, Wawel	0	0	0	0	0	   PKO
   2013-08-01   	   12:31    	0	32304855	275826870	290	1	Kraków, Wawel	0	0	0	0	0	   PKO
   2013-08-01   	   12:20    	0	98083792	700239249	170	1	Kraków, Wawel	0	0	0	0	0	   PKO
   2013-08-01   	   12:39    	0	53329246	737532229	170	1	Kraków, Wawel	0	0	0	0	0	   PKO
   2013-08-01   	   12:54    	0	49961798	215592453	70	1	Kraków, Wawel	0	0	0	0	0	   PKO
   2013-08-01   	   13:57    	0	60375051	374706523	290	1	Kraków, Wawel	0	0	0	0	0	   PKO
   2013-08-01   	   13:53    	0	93159388	619239731	290	1	Kraków, Wawel	0	0	0	0	0	   PKO
   2013-08-01   	   13:10    	0	74737783	639852279	10	1	Kraków, Wawel	0	0	0	0	0	   PKO
   2013-08-01   	   13:14    	0	38256260	224577760	290	1	Kraków, Wawel	0	0	0	0	0	   PKO
   2013-08-01   	   13:30    	0	26969171	840131712	10	1	Kraków, Wawel	0	0	0	0	0	   PKO
   2013-08-01   	   13:51    	0	96390259	234469324	10	1	Kraków, Wawel	0	0	0	0	0	   PKO
   2013-08-01   	   13:40    	0	59426246	316193904	70	1	Kraków, Wawel	0	0	0	0	0	   PKO
